RestaurantID,Restaurant Name,Address,Time,District,Time Open,Time Close,Lowest Price,Highest Price
2181,Lẩu Thái Hải Sản & Lẩu Cá Nhà Dan - Lê Văn Thọ,"156/2C Lê Văn Thọ, P. 11, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
2182,Delica - Mì Ý & Pizza - Hoàng Hoa Thám,"43 Hoàng Hoa Thám, P. 6, Bình Thạnh, TP. HCM",09:15 - 23:59,Bình Thạnh,09:15,23:59,25000.0,75000.0
2183,Quán Phương Thuý - Bánh Tráng Tây Ninh & Ăn Vặt - 14 Lê Liễu,"14 Lê Liễu, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,20000.0,50000.0
2184,DÌ CHANH - Trà Chanh Giã Tay,"21 Trương Hoàng Thanh, P. 12, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,3000.0,3000.0
2185,Tré GOQUAO - Thủ Đức,"80 Đ. Số 4, P. Bình Thọ, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,20000.0,50000.0
2186,Gà Ủ Muối Hoa Tiêu - TAMMY,"578/28 Hưng Phú, P. 9, Quận 8, TP. HCM",00:00 - 23:59,Quận 8,00:00,23:59,79000.0,179000.0
2187,HIA Corner - Thân Văn Nhiếp,"179 Thân Văn Nhiếp, P. An Phú, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,25000.0,45000.0
2188,Spaghetti Mì Ý - Long Đại Gia,"331/70/69, Phan Huy Ích, P. 14, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,15000.0,35000.0
2189,"Quán Hẻm 163 - Mì Xào, Bột Chiên & Há Cảo - Tô Hiến Thành","163/14 Tô Hiến Thành, P. 13, Quận 10, TP. HCM",00:00 - 23:59,Quận 10,00:00,23:59,20000.0,50000.0
2190,Khoai Mây Food - Mì Trộn & Gà Rán,"36/26 Tân Mỹ, P. Tân Thuận Tây, Quận 7, TP. HCM",00:00 - 02:00 | 15:00 - 23:59,Quận 7,00:00,23:59,20000.0,50000.0
2191,Gấu Gấu Bánh Crepe Sầu Riêng - Lê Văn Sỹ,"443/184 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,19000.0,79000.0
2192,Bún Đậu Mắm Tôm Rơm - Diệp Minh Châu,"66 Diệp Minh Châu, P. Tân Sơn Nhì, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,20000.0,60000.0
2193,"Bún Thái Pháp Duy - Bún Thái, Mì Hến & Mì Trộn Sốt Thái - Chung Cư Nguyễn Thiện Thuật","24J Chung Cư Nguyễn Thiện Thuật, Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
2194,Quin's Coffee and Tea - Hòa Hưng,"133/17 Hoà Hưng, P. 12, Quận 10, TP. HCM",00:00 - 23:59,Quận 10,00:00,23:59,20000.0,50000.0
2195,Bún Mắn Nêm & Bún Thịt Nướng HH FOOD,"93/8/6d Tân Kỳ Tân Quý , P. Tân Sơn Nhì, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,20000.0,50000.0
2196,Bún Thịt Nướng Bà Ba - 304 Phạm Thế Hiển,"304/5 Phạm Thế Hiển, P. 3, Quận 8, TP. HCM",00:00 - 23:59,Quận 8,00:00,23:59,20000.0,50000.0
2197,Dì Chín - Bánh Mì & Xôi Mặn - Lê Văn Khương,"119/41/11 Lê Văn Khương, P. Hiệp Thành, Quận 12, TP. HCM",00:00 - 23:59,Quận 12,00:00,23:59,20000.0,50000.0
2198,Trái Cây Sạch 969 - 71/2 Đường Số 8,"71/2 Đường Số 8, KP. 2, P. Trường Thọ, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,20000.0,50000.0
2199,Cơm Tấm 5 Muối - Cơm Tấm - 910 Quốc Lộ 13,"910 Quốc Lộ 13, P. Hiệp Bình Phước, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,20000.0,50000.0
2200,TiTi Milk Tea - Lê Lai,"74A Lê Lai, P. 12, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,20000.0,50000.0
2201,Món Ngon Thuần Việt - 1976,"B114 Bạch Đằng, P. 2, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,20000.0,50000.0
2202,Cơm Bò Kofu - Huỳnh Tấn Phát,"730/9E Huỳnh Tấn Phát, P. Tân Phú, Quận 7, TP. HCM",00:00 - 23:59,Quận 7,00:00,23:59,7000.0,50000.0
2203,Bún Chả Nem Ghiền - Xô Viết Nghệ Tĩnh,"217/17 Xô Viết Nghệ Tĩnh , P. 17, Bình Thạnh, TP. HCM",08:30 - 21:30,Bình Thạnh,08:30,21:30,39000.0,55000.0
2204,Vịt Quay & Giò Heo Rút Xương - Heo Quay Ngọc Lan,"220 Tân Sơn Nhì, P. Tân Sơn Nhì, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,30000.0,50000.0
2205,Lẩu Cá 69 - Nguyễn Văn Khối,"18 Nguyễn Văn Khối, P. 11, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
2206,Bò Kho & Bún Thái Hoàng Ty - Lê Văn Quới,"373 Lê Văn Quới, P.Bình Trị Đông A, Bình Tân, TP. HCM",00:00 - 23:59,Bình Tân,00:00,23:59,20000.0,50000.0
2207,Cà Phê Muối Tí Mập - Shop Online,"35 số 6, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,20000.0,50000.0
2208,Thế Giới Cháo - Gỏi Gà Siêu Ngon,"47/17A Đường Số 14, P. Phước Bình, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,12000.0,70000.0
2209,Gà Ủ Muối Pikachu - Nguyễn Háo Vĩnh,"48/9 Nguyễn Háo Vĩnh, P. Tân Quý, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,30000.0,50000.0
2210,Ăn Vặt Meow Meow - Cá Viên Chiên & Mì Trộn - Đường Số 2,"175/39 Đường Số 2, P. Tăng Nhơn Phú B, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,20000.0,50000.0
2211,UNII TEA - Trà Sữa Pha Máy - Âu Cơ,"271 Âu Cơ, P. 5, Quận 11, TP. HCM",00:00 - 23:59,Quận 11,00:00,23:59,20000.0,50000.0
2212,Minh Nhi Healthy - Nguyễn Đình Chiểu,"549/16 Nguyễn Đình Chiểu, P.2, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
2213,Somtam ZAAP - Món Ăn Thái - Pasteur,"136 Pasteur, P. Bến Nghé, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,30000.0,200000.0
2214,Bột Chiên Tóp Mỡ - 172 Lê Văn Quới,"172 Lê Văn Quới, P. Bình Hưng Hòa A, Bình Tân, TP. HCM",00:00 - 23:59,Bình Tân,00:00,23:59,20000.0,50000.0
2215,"Vụng - Gà Rán, Xiên Que & Mì Trộn - 5 Huỳnh Văn Nghệ","5 Huỳnh Văn Nghệ, P. 12, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
2216,4Z Bún Thịt Nướng - Bún Thịt Nướng & Bánh Hỏi Thịt Nướng - Nguyễn Thị Minh Khai,"2/6 Nguyễn Thị Minh Khai, P. Đa Kao, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,45000.0,58000.0
2217,Tỷ Muội Quán - Dừa Dầm Hải Phòng - Chánh Hưng,"45/22 Chánh Hưng, P. 9, Quận 8, TP. HCM",00:00 - 23:59,Quận 8,00:00,23:59,20000.0,50000.0
2218,Bánh Bông Lan Trứng Muối Nhà L.Huong,"371 Nguyễn Kiệm, P. 3, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
2219,"Bánh Tráng, Cơm Cháy & Khô Gà - Ăn Vặt Bé Bự","S202 Vinhomes Grand Park, P. Long Thạnh Mỹ, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,16000.0,55000.0
2220,Phá Lấu Madam Thu,"242/57 Tôn Đản, P. 8, Quận 4, TP. HCM",00:00 - 23:59,Quận 4,00:00,23:59,35000.0,200000.0
2221,179Tea Trà Trái Cây & Trà Sữa - Nguyễn Văn Công,"179 Nguyễn Văn Công, P. 3, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
2222,Thế Giới Tàu Hũ - Lê Quang Định,"302 Lê Quang Định, P. 11, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
2223,Bún Bò 368 - Đồng Đen,"38/6 Đồng Đen, P. 14, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,20000.0,50000.0
2224,"Bếp Mẹ Sonic - Cà Phê, Trà Trái Cây & Sữa Chua Trái Cây - Phan Huy Ích","160/1/24 Phan Huy Ích, P. 12, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
2225,Trà Chanh Giã Tay & Bánh Đồng Xu – Nguyễn Văn Đậu,"25A Nguyễn Văn Đậu, P.5, Phú Nhuận, TP. HCM",08:30 - 23:00,Phú Nhuận,08:30,23:00,20000.0,50000.0
2226,Trà Chanh Giã Tay & Bánh Đồng Xu – Âu Cơ,"271 Âu Cơ, P.5, Quận 11, TP. HCM",00:00 - 23:59,Quận 11,00:00,23:59,20000.0,50000.0
2227,Cơm Gà - Há Cảo A Hào - Trần Xuân Soạn,"997/58 Trần Xuân Soạn, P. Tân Hưng, Quận 7, TP. HCM",00:00 - 23:59,Quận 7,00:00,23:59,20000.0,50000.0
2228,Trà Sữa Cueicha - Bình Thới,"53 Đường 100 Bình Thới, P. 14, Quận 11, TP. HCM",00:00 - 23:59,Quận 11,00:00,23:59,35000.0,50000.0
2229,Chuối Chiên & Xôi Chiên - Ăn Vặt - Trần Văn Đang,"105 Trần Văn Đang, P. 9, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
2230,Bún Cá 645 - Bún Chả Cá Sứa - Đường Số 9,"62 Đường Số 9, P. Tân Phú, Quận 7, TP. HCM",00:00 - 23:59,Quận 7,00:00,23:59,5000.0,59000.0
2231,Cơm Chiên Thái & Mì Trộn Gà Quay Hồng Kông - Tuk Tuk,"9 Tô Ký, Xã Thới Tam Thôn, Hóc Môn, TP. HCM",09:00 - 21:30,Hóc Môn,09:00,21:30,20000.0,55000.0
2232,Bếp Ngon Gia Lai - Shop Online,"139A Hiệp Bình, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,30000.0,50000.0
2233,Trà Sữa Đài Loan Sum Milk Tea - Đường Số 6,"144/36/9 Đường Số 6, P. Bình Hưng Hòa B, Bình Tân, TP. HCM",09:00 - 22:00,Bình Tân,09:00,22:00,20000.0,30000.0
2234,Ngọc Bích - Bún Bò & Bún Mọc - Lê Văn Sỹ,"453/77D3 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
2235,Ốc Ngon 7 Vị - Lê Thúc Hoạch,"67 Lê Thúc Hoạch, P. Phú Thọ Hòa, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,20000.0,100000.0
2236,Chay Bảo Lộc - Thức Ăn Chay - Tôn Thất Thuyết,"76/34 Tôn Thất Thuyết, P. 16, Quận 4, TP. HCM",09:00 - 20:00,Quận 4,09:00,20:00,20000.0,50000.0
2237,Trà Thái Nom Yen - Cmt8,"807 Cách Mạng Tháng 8, P. 6, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,20000.0,50000.0
2238,Trái Cây Sạch - Ăn Vặt ĐôLa,"508/16/6 Trường Chinh, P. 13, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,20000.0,50000.0
2239,Cơm Gà Xối Mỡ Thạch Lam - Tân Kỳ Tân Quý,"92 Tân Kỳ Tân Quý, P. Tây Thạnh, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,25000.0,35000.0
2240,Gà Ủ Muối - Gà Hấp Hành T.T Food,"228 Bùi Thị Xuân, P.3, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,20000.0,50000.0
2241,Bún Thái Và Bún Mắm Dung - Chiến Lược,"156/6 Đường Chiến Lược, P. Bình Trị Đông, Bình Tân, TP. HCM",00:00 - 23:59,Bình Tân,00:00,23:59,30000.0,60000.0
2242,"Tiệm Nhà Bơ - Sinh Tố, Nước Ép Trái Cây - Lê Đức Thọ","309/1/46 Lê Đức Thọ, P. 17, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
2243,Cô Dần - Bánh Canh Cua - Cao Thắng,"38 Cao Thắng, P. 5, Quận 3, TP. HCM",07:00 - 21:30,Quận 3,07:00,21:30,30000.0,80000.0
2244,Hygge Góc Bếp Nhỏ - Salad & Healthy Food,"69/3 Cao Thắng, P. 3, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
2245,Mì Cay Oyasu - Nguyễn Ảnh Thủ,"1089C Nguyễn Ảnh Thủ, P. Tân Chánh Hiệp, Quận 12, TP. HCM",08:30 - 22:00,Quận 12,08:30,22:00,5000.0,49000.0
2246,Đậu Vàng - Bún Đậu Mắm Tôm NGON Bà Điểm - Phan Văn Hớn,"48 Phan Văn Hớn, Hóc Môn, TP. HCM",00:00 - 23:59,Hóc Môn,00:00,23:59,9000.0,599000.0
2247,"Hanwon Korean SetBox - Kimbap, Cơm Trộn & Gà Rán Hàn Quốc","664/136 Nguyễn Đình Chiểu, P. 3, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
2248,Trà Sữa Mộc Nhà Làm - Trần Quang Khải,"68/4C Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,20000.0,50000.0
2249,Ăn Vặt Linh Nguyễn,"2/92 Lê Thị Hà, X. Tân Xuân, Hóc Môn, TP. HCM",00:00 - 23:59,Hóc Môn,00:00,23:59,10000.0,30000.0
2250,Chè MsHoa - Chè Ít Ngọt - Rạch Bùng Binh,"30 Rạch Bùng Binh, P. 10, Quận 3, TP. HCM",09:00 - 21:00,Quận 3,09:00,21:00,18000.0,35000.0
2251,Đồ Ăn Vặt - Cá Viên Chiên - Nguyễn Văn Thương,"4/33 Nguyễn Văn Thương, P. 25, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
2252,GU Saigon Cafe & Cơm Tấm Xưa - Cơm Tấm - 21 Đặng Thị Nhu,"21 Đặng Thị Nhu, P. Nguyễn Thái Bình, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,20000.0,50000.0
2253,Ốc Nhi 24h - Lê Trọng Tấn,"568/3 Lê Trọng Tấn, P. Tây Thạnh, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,20000.0,90000.0
2254,Bún Đậu Mắm Tôm A Tủn - Khuông Việt,"173/45/73 Khuông Việt, P. Phú Trung, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,5000.0,99000.0
2255,Bún Riêu Bé O - Tân Sơn Nhì,"305/2 Tân Sơn Nhì, P. Tân Sơn Nhì, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,5000.0,99000.0
2256,Jeju Quán - Món Ăn Hàn Quốc,"167 Tạ Quang Bửu, P. 3, Quận 8, TP. HCM",00:00 - 23:59,Quận 8,00:00,23:59,22000.0,79000.0
2257,Nhà Cáo - Cá Viên Chiên & Ăn Vặt - Hồ Học Lãm,"350 Hồ Học Lãm, P. An Lạc, Bình Tân, TP. HCM",00:00 - 23:59,Bình Tân,00:00,23:59,3000.0,99000.0
2258,Ăn Vặt - Cá Viên Chiên - S1.02 Vinhome,"S1.02 Vinhome Grand Park Quận 9, 510 Nguyễn Xiển, P. Long Bình, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,20000.0,50000.0
2259,Min Kee - Mì Khô & Trà Hong Kong,"122 Nguyễn Khoái, P. 2, Quận 4, TP. HCM",00:00 - 23:59,Quận 4,00:00,23:59,15000.0,69000.0
2260,Bếp Trưởng Gấu - Gà Rán & Trà Sữa - Phạm Văn Chí,"481 Phạm Văn Chí, P. 7, Quận 6, TP. HCM",00:00 - 23:59,Quận 6,00:00,23:59,20000.0,50000.0
2261,"Khoai Bistro - Bánh Mì Chảo, Beefsteak & Mì Ý","405/9 Thống Nhất, P. 11, Gò Vấp, TP. HCM",08:30 - 21:30,Gò Vấp,08:30,21:30,20000.0,100000.0
2262,"Kim Milk Tea - Trà Sữa, Nước Ép & Ăn Vặt","38 Đường Số 13, P. Bình Thọ, Thành Phố Thủ Đức, TP. HCM",09:00 - 21:00,Thành Phố Thủ Đức,09:00,21:00,14000.0,30000.0
2263,Cơm Tấm Bà Hom - Đặng Nguyên Cẩn,"148 Đặng Nguyên Cẩn, P. 13, Quận 6, TP. HCM",00:00 - 23:59,Quận 6,00:00,23:59,20000.0,50000.0
2264,Daily Juice & Smoothie - Nước Ép - Trần Cao Vân,"24/4 Trần Cao Vân, P. 11, Phú Nhuận, TP. HCM",00:00 - 23:59,Phú Nhuận,00:00,23:59,20000.0,50000.0
2265,Yellow Mango - Xôi Xoài Online,"305/13/57 Lê Văn Quới, P. Bình Trị Đông, Bình Tân, TP. HCM",00:00 - 23:59,Bình Tân,00:00,23:59,20000.0,50000.0
2266,Bánh Canh Ghẹ - Góc Mỹ Vị,"374 Lê Văn Thọ, P. 11, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
2267,Cơm Mẹ Nấu - Lê Văn Thọ,"341 Lê Văn Thọ, P. 9, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
2268,Gâu Gâu - Cơm Bò Xèo Chảo Gang,"238/15/8 Liên Tỉnh 5, P. 6, Quận 8, TP. HCM",09:00 - 15:30,Quận 8,09:00,15:30,25000.0,47000.0
2269,AAN - Coffee & Milktea - Nhiêu Tứ,"46/4 Nhiêu Tứ, P. 7, Phú Nhuận, TP. HCM",00:00 - 23:59,Phú Nhuận,00:00,23:59,20000.0,50000.0
2270,Chị Cúc - Bún Trộn Nam Bộ - Đường D5,"46 Đường D5, P. 25, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,30000.0,80000.0
2271,TocoToco Bubble Tea - Phan Văn Hớn,"14 Phan Văn Hớn, Xã Xuân Thới Thượng, Hóc Môn, TP. HCM",09:00 - 21:00,Hóc Môn,09:00,21:00,29000.0,56000.0
2272,DINH. 1989 - Cà Phê Pha Phin,"29/5 Đoàn Thị Điểm, P. 1, Phú Nhuận, TP. HCM",00:00 - 23:59,Phú Nhuận,00:00,23:59,20000.0,50000.0
2273,Cicha - Trà Sữa Hongkong - 443/34 Lê Văn Sỹ,"443/34 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,55000.0
2274,Ci Cha - Trà Sữa Hongkong - Lê Văn Sỹ,"443/32 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,25000.0,50000.0
2275,Tiệm Chè Thái Kiki - Chợ Cầu Muối,"114 Chợ Cầu Muối, P. Cầu Ông Lãnh, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,25000.0,30000.0
2276,"NGON - Cơm Chiên, Mì Xào & Mì Trộn - Nghĩa Phát (Tân Bình)","181/1 Nghĩa Phát, P. 6, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,20000.0,50000.0
2277,MÌ XÀO & CƠM RANG - NGUYỄN VĂN THƯƠNG,"152/47 Nguyễn Văn Thương, P. 25, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
2278,CỎ NGỌT - Trà Sữa & Chân Gà Rút Xương - Lê Văn Lương,"1419/77A Lê Văn Lương, Xã Phước Kiểng, Nhà Bè, TP. HCM",00:00 - 23:59,Nhà Bè,00:00,23:59,39000.0,200000.0
2279,Trái Cây Sạch Cắt Sẵn & Ăn Vặt Pikachu - Bùi Đình Túy,"70/11 Bùi Đình Túy, P. 12, Bình Thạnh, TP. HCM",09:00 - 23:00,Bình Thạnh,09:00,23:00,20000.0,50000.0
2280,HOCAMITA - Cà Phê Kem Muối & Cacao Kem Nâu Tiramisu Hàn Quốc,"K19 Cư Xá Vĩnh Hội, P. 6, Quận 4, TP. HCM",00:00 - 23:59,Quận 4,00:00,23:59,20000.0,50000.0
2281,Bánh Tráng Ngon Bà Mó - Tô Hiến Thành,"195 Tô Hiến Thành, P. 13, Quận 10, TP. HCM",00:00 - 23:59,Quận 10,00:00,23:59,25000.0,35000.0
2282,Bún Thịt Nướng Tử Tế,"A06 Mizuki Park, X. Bình Hưng, Bình Chánh, TP. HCM",00:00 - 23:59,Bình Chánh,00:00,23:59,20000.0,50000.0
2283,Út Kiều - Cơm Gà Xối Mỡ & Cơm Sườn Út Kiều,"287 Đường Số 8, P. Bình Hưng Hòa A, Bình Tân, TP. HCM",00:00 - 23:59,Bình Tân,00:00,23:59,30000.0,50000.0
2284,Bếp Nhà Tui - Cơm Văn Phòng - Shop Online,"24/39 Trần Cao Vân, P. 12, Phú Nhuận, TP. HCM",09:00 - 21:00,Phú Nhuận,09:00,21:00,20000.0,45000.0
2285,MÊ SINH TỐ - Nước Ép & Trái Cây Tươi - Nam Hòa,"104 Nam Hòa, P. Phước Long A, Thành Phố Thủ Đức, TP. HCM",09:00 - 23:00,Thành Phố Thủ Đức,09:00,23:00,20000.0,50000.0
2286,Homie - Food & Drink - Nguyễn Văn Tăng,"448/1 Nguyễn Văn Tăng, P. Long Thạnh Mỹ, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,18000.0,37000.0
2287,BANGKOK STREET FOOD - Quán Ăn Thái - 15 Hoa Trà,"15 Hoa Trà, P. 7, Phú Nhuận, TP. HCM",00:00 - 23:59,Phú Nhuận,00:00,23:59,20000.0,50000.0
2288,Yumi - Trà Sữa & Milo Dầm Trân Châu,"237/65/12 Phạm Văn Chiêu, P. 14, Gò Vấp, TP. HCM",09:30 - 18:30,Gò Vấp,09:30,18:30,12000.0,35000.0
2289,Pizza Kim - Napoli Pizza - Âu Dương Lân,"217 Âu Dương Lân, P. 2, Quận 8, TP. HCM",00:00 - 23:59,Quận 8,00:00,23:59,20000.0,50000.0
2290,Bé Bự - Bánh Trứng & Ăn Vặt - Tô Hiến Thành,"56/7 Tô Hiến Thành, P. 15, Quận 10, TP. HCM",09:30 - 22:30,Quận 10,09:30,22:30,20000.0,50000.0
2291,Kiki - Mì Trộn & Cơm Trộn,"114 Chợ Cầu Muối, P. Cầu Ông Lãnh, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,25000.0,35000.0
2292,"Yummy - Trái cây, Ăn Vặt - Đường 3 Tháng 2","462/55 Đường 3 Tháng 2, P. 12, Quận 10, TP. HCM",00:00 - 23:59,Quận 10,00:00,23:59,10000.0,60000.0
2293,Cơm Gà Da Giòn - Cơm & Mì Gà,"341 Lê Văn Thọ, P. 9, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,70000.0
2294,Quán Lẩu Bơ Béo - Lẩu & Ốc - Phạm Hữu Lầu,"280 Phạm Hữu Lầu, P. Phú Mỹ, Quận 7, TP. HCM",00:00 - 23:59,Quận 7,00:00,23:59,20000.0,50000.0
2295,Tiger Sugar - Cộng Hòa,"Tầng 1, 71/13 Cộng Hoà, P. 4, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,29000.0,55000.0
2296,Bún Bò Huế Sông Hương - Nguyễn Trọng Tuyển,"225 Nguyễn Trọng Tuyển, P.8, Phú Nhuận, TP. HCM",00:00 - 23:59,Phú Nhuận,00:00,23:59,35000.0,50000.0
2297,Ăn Vặt & Trái Cây Cắt Sẵn - Bin LaDen,"643/72B (Hẻm 8) Xô Viết Nghệ Tĩnh, P. 26, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,30000.0,100000.0
2298,Lẩu Cá 69k - Thanh Mai,"162 Phan Huy Ích, P. 12, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,30000.0,100000.0
2299,"Ăn Vặt Sumo - Cá Viên Chiên, Bánh Tráng & Trà Trái Cây","84/21/16 Bùi Quang Là, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
2300,Bún Đậu Hà Thành - Phạm Văn Xảo,"33A Phạm Văn Xảo, P. Phú Thạnh, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,15000.0,57000.0
2301,"Bếp Cô Út - Gỏi Cuốn, Bún Mắm Nêm & Mì Xào Bò","258 Đặng Thúc Liêng, P. 5, Quận 8, TP. HCM",00:00 - 23:59,Quận 8,00:00,23:59,20000.0,50000.0
2302,Bún Bò Uyên - Hoàng Văn Thụ,"129/3/14 Hoàng Văn Thụ, P. 8, Phú Nhuận, TP. HCM",00:00 - 23:59,Phú Nhuận,00:00,23:59,5000.0,99000.0
2303,"Coffee, Tea & Panna Cotta - Kha Vạn Cân","501/2D Kha Vạn Cân, P. Linh Đông, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,20000.0,50000.0
2304,Saru - Nem Nướng Đà Lạt,"127 Đường 30, KDC Tân Quy Đông, Quận 7, TP. HCM",10:00 - 21:00,Quận 7,10:00,21:00,35000.0,35000.0
2305,Royaltea - Trà Sữa Hồng Kông - Cộng Hòa,"71/13 Cộng Hòa, P. 4, Tân Bình, TP. HCM, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,30000.0,50000.0
2306,Trái Cây Sạch & Ăn Vặt Ôlala,"340/59 TCH10, P. Tân Chánh Hiệp, Quận 12, TP. HCM",08:30 - 23:59,Quận 12,08:30,23:59,10000.0,50000.0
2307,Trà Sữa Tiên Hưởng Cotcha - Nguyễn Văn Nghi,"46 Nguyễn Văn Nghi, P. 5, Gò Vấp, TP. HCM",08:45 - 22:20,Gò Vấp,08:45,22:20,18000.0,50000.0
2308,Trà Sữa SoGood - Milktea & More - Đường 14,"135/3 KP1 Đường 14, P. Tăng Nhơn Phú B, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,20000.0,50000.0
2309,Busan Món Ăn Hàn Quốc,"98/1 Năm Châu, P. 11, Tân Bình, TP. HCM",08:30 - 21:30,Tân Bình,08:30,21:30,19000.0,79000.0
